RowNames;Title;URL
516;Delação contra Cláudio Castro cita também Rodrigo Maia, aliado de Freixo;https://www1.folha.uol.com.br/poder/2022/09/delacao-contra-claudio-castro-cita-tambem-rodrigo-maia-aliado-de-freixo.shtml
517;Vídeo de Tarcísio em apoio a Fernando Collor vira munição para Rodrigo em SP;https://www1.folha.uol.com.br/poder/2022/09/video-de-tarcisio-em-apoio-a-fernando-collor-vira-municao-para-rodrigo-em-sp.shtml
518;Falha no som anuncia número 13, do PT, em comício de Bolsonaro;https://www1.folha.uol.com.br/poder/2022/09/falha-no-som-anuncia-numero-13-do-pt-em-comicio-de-bolsonaro.shtml
519;Kim recebe doação de assessores de aliados e agora diz que dinheiro será devolvido;https://www1.folha.uol.com.br/poder/2022/09/kim-kataguiri-recebe-doacao-de-assessores-politicos-e-agora-diz-que-dinheiro-sera-devolvido.shtml
520;Haddad e Tarcísio minimizam estagnação, e Rodrigo mantém plano para mudar campanha;https://www1.folha.uol.com.br/poder/2022/09/haddad-e-tarcisio-minimizam-estagnacao-e-rodrigo-mantem-plano-para-mudar-campanha.shtml
521;Lula e Bolsonaro ampliam ataques na TV, e presidente até some de seu programa;https://www1.folha.uol.com.br/poder/2022/09/lula-e-bolsonaro-ampliam-ataques-na-tv-e-presidente-ate-some-de-seu-programa.shtml
522;Cotas raciais viram plataforma política de candidatos ao Legislativo;https://www1.folha.uol.com.br/poder/2022/09/cotas-raciais-viram-plataforma-politica-de-candidatos-ao-legislativo.shtml
523;Plataformas não têm políticas para impedir sublevação nas eleições, diz documento;https://www1.folha.uol.com.br/poder/2022/09/plataformas-nao-tem-politicas-para-impedir-sublevacao-nas-eleicoes-diz-documento.shtml
524;Datafolha: Bolsonaro observa resistências a seu arsenal de campanha;https://www1.folha.uol.com.br/poder/2022/09/datafolha-bolsonaro-observa-resistencias-a-seu-arsenal-de-campanha.shtml
525;Datafolha: Lula tem 45% contra 33% de Bolsonaro no 1º turno, em cenário estável;https://www1.folha.uol.com.br/poder/2022/09/datafolha-lula-tem-45-contra-33-de-bolsonaro-no-1o-turno-em-cenario-estavel.shtml
526;Defender mulher de agressão é imposição moral, diz jornalista que arremessou celular de deputado;https://www1.folha.uol.com.br/poder/2022/09/defender-mulher-de-agressao-e-imposicao-moral-diz-jornalista-que-arremessou-celular-de-deputado.shtml
527;Campanha do PSDB em SP tem crise de estrutura e até tiro para cobrar mais verba;https://www1.folha.uol.com.br/poder/2022/09/campanha-do-psdb-em-sp-tem-crise-de-estrutura-e-ate-tiro-para-cobrar-mais-verba.shtml
528;Histórico de Bolsonaro e aliados contradiz iniciativa de face moderada nas eleições;https://www1.folha.uol.com.br/poder/2022/09/historico-de-bolsonaro-e-aliados-contradiz-iniciativa-de-face-moderada-nas-eleicoes.shtml
529;Ciro ataca voto útil em resposta à ofensiva de Lula para vencer no 1º turno;https://www1.folha.uol.com.br/poder/2022/09/ciro-ataca-voto-util-em-resposta-a-ofensiva-de-lula-para-vencer-no-1o-turno.shtml
530;Datafolha: Maioria tem medo de agressão por motivos políticos;https://www1.folha.uol.com.br/poder/2022/09/datafolha-maioria-tem-medo-de-agressao-por-motivos-politicos.shtml
531;Filme-denúncia sobre Bolsonaro 'não poderia ser feito no Brasil', diz diretor autoexilado;https://www1.folha.uol.com.br/poder/2022/09/filme-denuncia-sobre-bolsonaro-nao-poderia-ser-feito-no-brasil-diz-diretor-autoexilado.shtml
532;Ataques de Haddad a Rodrigo geram incômodos na campanha de Lula;https://www1.folha.uol.com.br/poder/2022/09/ataques-de-haddad-a-rodrigo-geram-incomodos-na-campanha-de-lula.shtml
533;Campanhas de Tarcísio e Bolsonaro tentam conter dano eleitoral de ataque após debate;https://www1.folha.uol.com.br/poder/2022/09/campanhas-de-tarcisio-e-bolsonaro-tentam-conter-dano-eleitoral-de-ataque-apos-debate.shtml
534;Polícia investiga ataque a vereadora do PT seguido de morte de bolsonarista no RS;https://www1.folha.uol.com.br/poder/2022/09/policia-investiga-ataque-a-vereadora-do-pt-seguida-de-morte-de-bolsonarista-no-rs.shtml
535;Deputado que hostilizou Vera Magalhães vira alvo do conselho de ética da Assembleia de SP;https://www1.folha.uol.com.br/poder/2022/09/deputado-que-hostilizou-vera-magalhaes-vira-alvo-do-conselho-de-etica-da-assembleia-de-sp.shtml
536;Deus e fé viram temas onipresentes na propaganda de presidenciáveis;https://www1.folha.uol.com.br/poder/2022/09/deus-e-fe-viram-temas-onipresentes-na-propaganda-de-presidenciaveis.shtml
537;"Debate tem ataque e ironias entre candidatos ao Governo de SP; veja vídeo";https://www1.folha.uol.com.br/poder/2022/09/veja-ataque-e-ironias-entre-candidatos-no-debate-de-sp.shtml
538;Debate sem nocaute reforça estratégia de Haddad e Tarcísio em SP;https://www1.folha.uol.com.br/poder/2022/09/debate-sem-nocaute-reforca-estrategia-de-haddad-e-tarcisio-em-sp.shtml
539;Rodrigo, atual governador de SP, vira alvo preferencial de Haddad e Tarcísio em debate;https://www1.folha.uol.com.br/poder/2022/09/rodrigo-atual-governador-de-sp-vira-alvo-preferencial-de-haddad-e-tarcisio-em-debate.shtml
540;Aposta em armas e ausência de ação nacional marcam segurança pública sob Bolsonaro;https://www1.folha.uol.com.br/poder/2022/09/aposta-em-armas-e-ausencia-de-acao-nacional-marcam-seguranca-publica-sob-bolsonaro.shtml
541;TSE cede às Forças Armadas e aprova uso de biometria em teste de urnas no dia da eleição;https://www1.folha.uol.com.br/poder/2022/09/tse-cede-as-forcas-armadas-e-aprova-uso-de-biometria-em-teste-de-urnas-no-dia-da-eleicao.shtml
542;Veja quem é quem no debate ao Governo de São Paulo desta terça-feira;https://www1.folha.uol.com.br/poder/2022/09/veja-quem-e-quem-no-debate-ao-governo-de-sao-paulo-desta-terca-feira.shtml
543;Cabeleireira baiana aciona Tebet por uso de imagem na propaganda eleitoral;https://www1.folha.uol.com.br/poder/2022/09/cabeleireira-baiana-aciona-tebet-por-uso-de-imagem-na-propaganda-eleitoral.shtml
544;Candidatos ao Governo de SP miram estratégias distintas em debate na TV;https://www1.folha.uol.com.br/poder/2022/09/candidatos-ao-governo-de-sp-miram-estrategias-distintas-em-debate-na-tv.shtml
545;Partidos descumprem cota para mulheres e negros na distribuição do fundo eleitoral;https://www1.folha.uol.com.br/poder/2022/09/partidos-descumprem-cota-para-mulheres-e-negros-na-distribuicao-do-fundo-eleitoral.shtml
546;Leia a íntegra o discurso de posse de Rosa Weber na presidência do STF;https://www1.folha.uol.com.br/poder/2022/09/leia-a-integra-o-discurso-de-posse-de-rosa-weber-na-presidencia-do-stf.shtml
547;Bolsonaro cobra eleição limpa e fala em passar faixa e se recolher em caso de derrota;https://www1.folha.uol.com.br/poder/2022/09/bolsonaro-diz-que-se-arrepende-de-fala-sobre-nao-ser-coveiro-na-pandemia.shtml
548;Lula volta a comparar Bolsonaro a Hitler e culpa Aécio por animosidade no Brasil;https://www1.folha.uol.com.br/poder/2022/09/lula-volta-a-comparar-bolsonaro-a-hitler-e-culpa-aecio-por-animosidade-no-brasil.shtml
549;Rosa assume STF com recado velado a Bolsonaro: 'Que não se cogite descumprir ordem judicial';https://www1.folha.uol.com.br/poder/2022/09/rosa-assume-presidencia-do-stf-defende-estado-de-direito-e-critica-discurso-de-odio.shtml
550;Família de diarista humilhada diz que amigos pediram desculpas em nome de bolsonarista;https://www1.folha.uol.com.br/poder/2022/09/familia-de-diarista-humilhada-diz-que-amigos-pediram-desculpas-em-nome-de-bolsonarista.shtml
551;Itapeva desconversa sobre política após repercussão de vídeo de bolsonarista com diarista;https://www1.folha.uol.com.br/poder/2022/09/itapeva-desconversa-sobre-politica-apos-repercussao-de-video-de-bolsonarista-com-diarista.shtml
552;'Sou um ser humano, não mereço isso', diz bolsonarista que humilhou apoiadora de Lula;https://www1.folha.uol.com.br/poder/2022/09/eu-nunca-fiz-maldade-pra-ninguem-diz-bolsonarista-que-humilhou-diarista-em-video.shtml
553;Vamos ter que ganhar muito voto do Bolsonaro, diz Lula;https://www1.folha.uol.com.br/poder/2022/09/vamos-ter-que-ganhar-muito-voto-do-bolsonaro-diz-lula.shtml
554;Folha lança Match Eleitoral para ajudar na escolha de deputado e senador em SP;https://www1.folha.uol.com.br/poder/2022/09/folha-lanca-match-eleitoral-para-ajudar-na-escolha-de-deputado-e-senador-em-sp.shtml
555;Marina Silva declara apoio a Lula após sequência de mágoas e divergências;https://www1.folha.uol.com.br/poder/2022/09/marina-silva-declara-apoio-a-lula-apos-sequencia-de-magoas-e-divergencias.shtml
556;Ilza, humilhada por bolsonarista, trabalhou criança na roça e colocou de pé sua casa própria;https://www1.folha.uol.com.br/poder/2022/09/ilza-humilhada-por-bolsonarista-trabalhou-crianca-na-roca-e-colocou-de-pe-sua-casa-propria.shtml
557;Entenda episódios usados por bolsonaristas para ligar PT e Lula ao PCC;https://www1.folha.uol.com.br/poder/2022/09/entenda-episodios-usados-por-bolsonaristas-para-ligar-pt-e-lula-ao-pcc.shtml
558;Eleição em Mato Grosso do Sul inclui candidatos alvos de escândalos;https://www1.folha.uol.com.br/poder/2022/09/eleicao-em-mato-grosso-do-sul-inclui-candidatos-alvos-de-escandalos.shtml
559;Lula presta solidariedade a mulher humilhada por bolsonarista em vídeo viral;https://www1.folha.uol.com.br/poder/2022/09/lula-presta-solidariedade-a-mulher-humilhada-por-bolsonarista-em-video-viral.shtml
560;Ministro do TSE proíbe Bolsonaro de usar imagens do 7 de Setembro em propaganda eleitoral;https://www1.folha.uol.com.br/poder/2022/09/ministro-do-tse-proibe-bolsonaro-de-usar-imagens-do-7-de-setembro-em-propaganda-eleitoral.shtml
561;Correligionários ignoram Ciro em campanha nas redes sociais;https://www1.folha.uol.com.br/poder/2022/09/correligionarios-ignoram-ciro-em-campanha-nas-redes-sociais.shtml
562;Rodas de conversa ajudam eleitores a manter a saúde mental nas eleições;https://www1.folha.uol.com.br/poder/2022/09/rodas-de-conversa-ajudam-eleitores-a-manter-a-saude-mental-nas-eleicoes.shtml
563;Na cidade de Lula, opinião sobre auxílios de Bolsonaro é guiada por voto;https://www1.folha.uol.com.br/poder/2022/09/na-cidade-de-lula-opiniao-sobre-auxilios-de-bolsonaro-e-guiada-por-voto.shtml
564;Na terra de Bolsonaro, ele é 'rei' para apoiadores, e voto em Lula é silencioso;https://www1.folha.uol.com.br/poder/2022/09/na-terra-de-bolsonaro-ele-e-rei-para-apoiadores-e-voto-em-lula-e-silencioso.shtml
